name,place,education,expersion,highSalary,lowSalary,fuli,yaoqiu
算法研究员,北京,本科,1-3年,25,50K,五险一金补充医疗保险定期体检年终奖股票期权带薪年假员工旅游餐补交通补助包吃节日福利住房补贴零食下午茶五险一金补充医疗保险定期体检年终奖股票期权带薪年假员工旅游餐补交通补助包吃节日福利住房补贴零食下午茶,视觉算法研究员1. 负责自动驾驶中视觉算法的长期研发和迭代 岗位要求1. 熟悉 C/C++ 和至少一种脚本语言，能够独立实现算法2. 熟悉开源深度学习框架和相关算法者优先3. 有机器学习经验者优先4. 有学术论文发表经历优先你将接触自动驾驶领域最前沿的视觉算法，与一群非常优秀的算法研究员一起共事，打造自动驾驶大脑
神经网络压缩算法研究工程师,北京,硕士,经验不限,15,30K,扁平管理地铁周边领导nice免费零食扁平管理地铁周边领导nice免费零食扁平管理地铁周边领导nice免费零食,1. 研究神经网络的算法，阅读、复现已有方法，开发新型压缩方法；2. 对神经网络的算法进行分析，测试和改进。1. 计算机视觉/图像处理/机器学习等相关专业；2. 熟悉Linux下的C/C++编程；3. 熟悉至少一种深度学习算法，例如CNN或者LSTM等；4. 熟悉至少一种深度学习框架，包括Caffe等；5. 具备钻研精神和创造力，能够通过阅读论文学习最新算法和理论；6. 责任心强，有良好的学习能力和协作精神，愿意接受挑战和承受工作压力要求；7. 在CVPR/ICCV/ECCV/NIPS/ICLR/TPAMI等相关顶级学术会议期刊发表过相关论文者优先。华云智能（北京）科技有限公司依托《清华大学媒体大数据认知计算研究中心》，是一家以人工智能、大数据认知计算技术为核心，聚焦人工智能核心技术研发的创新型高科技企业。公司旨在通过原创技术的研发，不断引领人工智能与深度学习核心技术的突破，赋予垂直行业专业化的人工智能核心技术支持，提升行业效率，推动人工智能技术在各领域的深入应用。团队专注于图像、视频、语音、文本信息大数据处理以及语义理解等核心技术。目前已构建起以多维生物特征识别、视频结构化、文字识别和语音识别为主的技术体系，拥有核心知识产权，取得了一批国内外有重大影响的成果。作为人工智能时代的推动者和赋能者，华云智能致力于让计算机能像人一样的思考，解决机器看、听、理解的根本性难题。让人工智能赋能行业，驱动未来！
算法研究员,北京,本科,1-3年,25,50K,五险一金补充医疗保险定期体检加班补助年终奖股票期权带薪年假餐补节日福利五险一金补充医疗保险定期体检加班补助年终奖股票期权带薪年假餐补节日福利股票期权带薪年假年终分红扁平管理地铁周边领导nice移动互联网移动广告,1、计算机相关专业2、熟悉以下至少一个领域的主流算法并有实践经验：机器学习、自然语言理解、数据挖掘、计算机视觉、语音识别3、熟练掌握以下至少一门编程语言：C/C++/Java/Python，可以胜任算法的实现与开发4、对技术与研究有热情，愿意挑战新的算法和新的领域，对前沿研究领域保持敏感5、具有良好的沟通能力，和良好的团队合作精神满足以下条件优先：1、发表过机器学习或数据挖掘相关论文；2、熟悉深度学习，对CNN、RNN/LSTM、Attention Model等模型有深入研究，掌握常用深度学习的框架并有实践经验；3、在 GitHub等平台上深度参与或者建立有影响力的开源项目；4、有计算广告领域的实践经验，并对广告检索、广告排序、效果优化等模块有深入理解；5、有互联网公司实习经验；营销事业部，技术强大，赚钱多多
算法研究员,北京,硕士,3-5年,33,66K,五险一金补充医疗保险定期体检全勤奖年终奖股票期权带薪年假员工旅游免费班车通讯补贴交通补助包吃节日福利零食下午茶住房免息贷款内购优惠五险一金补充医疗保险定期体检全勤奖年终奖股票期权带薪年假员工旅游免费班车通讯补贴交通补助包吃节日福利零食下午茶住房免息贷款内购优惠,"唯品会AI技术团队,招募数据优化科学家。唯品会从2008年8月正式成立，到登上纽交所，仅花了三年多的时间，已经连续20个季度实现盈利，2017年12月，唯品会获腾讯和京东的战略投资，业务增长强劲。唯品会AI团队的目标是利用运筹优化、统计建模、数值模拟、机器学习等技术，结合对电子商务、供应链和物流领域的深刻理解，对海量业务和数据进行深入的分析、研究、学习和挖掘，提出电商供应链物流全链路的最优解决方案。1. 研究生以上学历，博士优先，计算机、运筹学、工业工程、应用数学、统计学等相关专业。2. 有数据挖掘、运筹优化等相关领域经验，能够深入了解算法细节，能够熟练进行数学建模，以及灵活采取多种方式求解最优解。3. 能够贴近业务，迅速的将业务问题转换成数学问题并求解，并能够反向推动业务，取得结果，有供应链优化相关工作经验者优先。4. 熟悉前沿的算法发展，掌握未来发展趋势，热爱算法研究工作，熟悉算法研发、实现、部署和持续调优的整个过程。5. 扎实的编程基础，熟悉Python，Java,熟悉大数据处理的常用技术，有处理大量数据的经验6. 工作经验3-5年，优秀的应届博士毕业生亦可。"
计算机视觉算法研究工程师,北京,硕士,经验不限,20,30K,扁平管理地铁周边领导nice免费零食扁平管理地铁周边领导nice免费零食扁平管理地铁周边领导nice免费零食,1. 研究基于深度学习的目标检测算法，包括人脸检测、行人检测、车辆检测等；2. 研究基于深度学习的目标识别分析算法，包括人脸识别和属性分析、行人再识别和属性分析、车辆属性分析等。1. 计算机视觉、模式识别、机器学习等相关专业；2. 编程和算法基础好，熟悉OpenCV、C++、Python等；3. 对计算机视觉的至少一个具体方向有全面而深入的理解；4. 具有深度学习和计算机视觉算法开发经验，熟悉Tensorflow、Caffe、Mxnet等深度学习框架中的至少一种；5. 在CVPR/ICCV/ECCV/NIPS/ICLR/TPAMI等相关顶级学术会议期刊发表过相关论文者优先。华云智能（北京）科技有限公司依托《清华大学媒体大数据认知计算研究中心》，是一家以人工智能、大数据认知计算技术为核心，聚焦人工智能核心技术研发的创新型高科技企业。公司旨在通过原创技术的研发，不断引领人工智能与深度学习核心技术的突破，赋予垂直行业专业化的人工智能核心技术支持，提升行业效率，推动人工智能技术在各领域的深入应用。团队专注于图像、视频、语音、文本信息大数据处理以及语义理解等核心技术。目前已构建起以多维生物特征识别、视频结构化、文字识别和语音识别为主的技术体系，拥有核心知识产权，取得了一批国内外有重大影响的成果。作为人工智能时代的推动者和赋能者，华云智能致力于让计算机能像人一样的思考，解决机器看、听、理解的根本性难题。让人工智能赋能行业，驱动未来！
神经网络压缩算法研究工程师,北京,硕士,3-5年,20,40K,扁平管理地铁周边领导nice免费零食扁平管理地铁周边领导nice免费零食扁平管理地铁周边领导nice免费零食,1. 研究神经网络的算法，阅读、复现已有方法，开发新型压缩方法；2. 对神经网络的算法进行分析，测试和改进。1. 计算机视觉/图像处理/机器学习等相关专业；2. 熟悉Linux下的C/C++编程；3. 熟悉至少一种深度学习算法，例如CNN或者LSTM等；4. 熟悉至少一种深度学习框架，包括Caffe等；5. 具备钻研精神和创造力，能够通过阅读论文学习最新算法和理论；6. 责任心强，有良好的学习能力和协作精神，愿意接受挑战和承受工作压力要求；7. 在CVPR/ICCV/ECCV/NIPS/ICLR/TPAMI等相关顶级学术会议期刊发表过相关论文者优先。华云智能（北京）科技有限公司依托《清华大学媒体大数据认知计算研究中心》，是一家以人工智能、大数据认知计算技术为核心，聚焦人工智能核心技术研发的创新型高科技企业。公司旨在通过原创技术的研发，不断引领人工智能与深度学习核心技术的突破，赋予垂直行业专业化的人工智能核心技术支持，提升行业效率，推动人工智能技术在各领域的深入应用。团队专注于图像、视频、语音、文本信息大数据处理以及语义理解等核心技术。目前已构建起以多维生物特征识别、视频结构化、文字识别和语音识别为主的技术体系，拥有核心知识产权，取得了一批国内外有重大影响的成果。作为人工智能时代的推动者和赋能者，华云智能致力于让计算机能像人一样的思考，解决机器看、听、理解的根本性难题。让人工智能赋能行业，驱动未来！
计算机视觉算法研究工程师,北京,硕士,3-5年,20,40K,扁平管理地铁周边领导nice免费零食扁平管理地铁周边领导nice免费零食扁平管理地铁周边领导nice免费零食,1. 研究基于深度学习的目标检测算法，包括人脸检测、行人检测、车辆检测等；2. 研究基于深度学习的目标识别分析算法，包括人脸识别和属性分析、行人再识别和属性分析、车辆属性分析等。1. 计算机视觉、模式识别、机器学习等相关专业；2. 编程和算法基础好，熟悉OpenCV、C++、Python等；3. 对计算机视觉的至少一个具体方向有全面而深入的理解；4. 具有深度学习和计算机视觉算法开发经验，熟悉Tensorflow、Caffe、Mxnet等深度学习框架中的至少一种；5. 在CVPR/ICCV/ECCV/NIPS/ICLR/TPAMI等相关顶级学术会议期刊发表过相关论文者优先。华云智能（北京）科技有限公司依托《清华大学媒体大数据认知计算研究中心》，是一家以人工智能、大数据认知计算技术为核心，聚焦人工智能核心技术研发的创新型高科技企业。公司旨在通过原创技术的研发，不断引领人工智能与深度学习核心技术的突破，赋予垂直行业专业化的人工智能核心技术支持，提升行业效率，推动人工智能技术在各领域的深入应用。团队专注于图像、视频、语音、文本信息大数据处理以及语义理解等核心技术。目前已构建起以多维生物特征识别、视频结构化、文字识别和语音识别为主的技术体系，拥有核心知识产权，取得了一批国内外有重大影响的成果。作为人工智能时代的推动者和赋能者，华云智能致力于让计算机能像人一样的思考，解决机器看、听、理解的根本性难题。让人工智能赋能行业，驱动未来！
算法研究员,北京,本科,1-3年,15,30K,五险一金补充医疗保险定期体检年终奖股票期权带薪年假免费班车餐补节日福利五险一金补充医疗保险定期体检年终奖股票期权带薪年假免费班车餐补节日福利,京东X事业部，无人车招聘算法攻城狮：熟练掌握激光SLAM算法原理，并有相关实践经验
算法研究工程师,北京,硕士,1-3年,9,13K,,1、对海量数据清洗、分析、挖掘、建模，参与模型的维护、部署、评估工作，并形成相应的模型标准化报告。2、研究人工智能在智慧水务行业的应用模式，逐步建立行业模型的神经网络分层架构，完成训练与参数调优。1、环境工程、人工智能或AI大数据相关专业，有数学或统计学教育背景为佳。2、精通至少一种编程语言，包括但不限于Java、C/C++、C#、Python等。3、了解深度学习技术，熟悉TensorFlow平台，在系统中进行过相关实践。4、优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情。5、有海外教育背景或工作经验者优先。
算法研究员,北京,博士,经验不限,30,60K,五险一金补充医疗保险定期体检全勤奖年终奖股票期权带薪年假员工旅游免费班车餐补交通补助包吃节日福利零食下午茶五险一金补充医疗保险定期体检全勤奖年终奖股票期权带薪年假员工旅游免费班车餐补交通补助包吃节日福利零食下午茶,Y事业部 算法科学家 招聘需求Y事业部专注于打造京东智慧供应链平台，致力于将人工智能技术与京东零售业务相结合，推进品类优化、定价优化、促销优化、需求预测、网络优化、库存优化、履约优化等领域的算法和产品研发，为销售运营以及供应链管理提供智能化工具，助力打造业界最佳的客户体验，提升运营效率、GMV及利润。同时，将京东智慧供应链的技术能力开放给第三方，协同打造智慧供应链生态体系。机器学习算法科学家1.参与JD新一代智能预测体系搭建，深入了解和挖掘业务痛点并提出可行的解决方案；2.运用数据挖掘和机器学习等技术深入分析海量销量、订单、促销等数据，建立预测领域相关模型，包括但不限于时序模型、机器学习模型、计量经济模型、深度学习模型等；3.参与海量数据分析与统计，能够深入分析现有模型不足，持续优化算法；4.对技术有热情，能够及时跟进数据挖掘，机器学习相关技术的最前沿技术发展，并合理的运用到实际产品。1.与京东美国硅谷研发中心领域技术专家协作，创造业务价值，提升影响力；2.全球顶级学术会议演讲/交流机会；3.部门核心职位，合理的产品规划路线图，稳定的工作环境，良好的职业发展空间。1.计算机、数学、统计学或人工智能等相关专业博士；2.对数据敏感，喜欢并善于从数据中发现规律。3.精通一门或多门开发语言（Python和R等），熟练掌握常用数据结构和算法4.精通常用机器学习和数据挖掘算法，包括GBDT、SVM、线性回归、逻辑斯谛回归以及神经网络等算法；5.有机器学习相关领域顶级论文发表和相关的理论研究经验；6.熟悉Hadoop、Spark等分布式机器学习框架，熟悉Pig/Hive等大数据处理平台，具备实际工作经验；7.优秀的沟通和协作能力，有创新精神，乐于接受挑战，能承受工作压力；8.有深度学习实际项目经验者优先；9.良好的英语阅读能力。供应链优化算法科学家1.参与京东下一代智慧供应链优化体系的搭建，深入了解零售和供应链业务，洞察业务中的核心痛点和改善机会，设计研究解决方案；2.负责对供应链库存等业务问题进行定义、分析、方案制定、及汇报；3.跟进运筹学、数据挖掘，机器学习相关技术的业界发展，并合理的运用到实际产品中，开发优化模型，给出最优决策；4.运用机器学习和运筹优化等相关技术，对海量数据进行处理和分析，挖掘相关信息，得到数据洞察和关键驱动因素，建立模型，提升供应链绩效。1.与京东美国硅谷研发中心领域技术专家协作，创造业务价值，提升影响力；2.全球顶级学术会议演讲/交流机会；3.部门核心职位，合理的产品规划路线图，稳定的工作环境，良好的职业发展空间。1.计算机、数学、统计学、经济学、人工智能相关专业博士；2.对数据敏感，具有良好的逻辑思维能力、理解业务的能力、沟通能力和表达呈现能力，主动性强；3.熟悉GBDT、SVM、DNN、CNN等常用机器学习算法，具有运用算法解决业务问题的能力；4.熟悉组合优化、非线性优化、近似算法设计，具有优化问题建模能力；5.良好的沟通、表达和团队协作能力，较强的动手能力与逻辑分析能力；6.良好的英语阅读能力；7.有供应链优化领域经验优先，有基于运筹学的最优化建模经验优先。计量经济学研究科学家1.专注于计量经济学方法在零售、供应链等领域的应用研究，打造有效的工具和系统来大规模优化商业决策；2.深入理解并洞察客户、供应商、合作伙伴与京东在全球市场的长期协同效应，构建分析框架、计量经济学模型以及试验，回答最具挑战的商业问题；3.结合京东的全价值链海量数据，运用（计量）经济学理论，与机器学习和运筹优化研究科学家协作，在复杂且快速变化的商业环境中解决实际的业务问题；1.与京东美国硅谷研发中心领域技术专家协作，创造业务价值，提升影响力；2.全球顶级学术会议演讲/交流机会；3.部门核心职位，合理的产品规划路线图，稳定的工作环境，良好的职业发展空间。1.经济学（计量经济学、行为经济学、博弈论等）相关专业博士；2.对经济学理论和计量经济学模型有深刻的理解，有应用计量经济学模型解决实际商业问题的经验；3.具有很强的自驱研究能力，能够对复杂商业场景进行结构化梳理和建模，善于应对变化和不确定性；4.了解大数据处理技术，熟悉Hadoop、Hive、Spark等分布式数据处理平台的使用；5.具有和软件开发工程师一起构建扩展的计量经济学模型的相关经验；6.良好的英语沟通表达能力。
算法研究员,北京,硕士,1-3年,25,40K,股票期权领导nice地铁周边免费零食移动互联网人工智能股票期权领导nice地铁周边免费零食移动互联网人工智能股票期权领导nice地铁周边免费零食移动互联网人工智能,1、参与大规模工业级信息流推荐框架规划和系统落地；2、负责用户画像设计与实现，建立适合的标签体系；3、负责推荐内容匹配和排序；4、基于用户行为和业务数据，建立适合的推荐模型。1、熟悉信息推荐，对协同模型、LR、Factorization Machine、GBDT等有深入研究2、熟悉NLP算法，包括文本分析、标签提取、文本相似性、特征提取、自动分类等；3、熟悉深度学习DNN、RNN等模型，可以结合场景有效应用并调优，熟悉TensorFlow4、熟练掌握 Python/Java/Scala其中的一种或几种编程语言，有良好的编程习惯和思维；5、熟练应用 Hadoop/Spark/Storm等计算框架中的一种或几种，对分布式并行计算有较深入理解；6、沟通交流能力强，对工作有热情，愿意付出额外的努力以追求更好的结果。加分项：1、有数据挖掘、深度学习、自然语言处理的实际项目经验；2、熟悉体育行业，对体育内容有自己的理解；3、有较强的产品思路，能够独立推动项目进展。公司创始人为体育、广告行业领军级别从业者，具备高度的行业洞察力、落地经验和资源整合能力。技术团队多年致力于人工智能、大数据等先进技术的应用及攻关，拥有丰富的技术结合行业应用经验。整个团队有过成功创业经历，创业项目估值10亿以上。
算法研究员,北京,本科,1-3年,20,35K,五险一金补充医疗保险定期体检全勤奖年终奖股票期权带薪年假员工旅游免费班车餐补交通补助包吃节日福利零食下午茶五险一金补充医疗保险定期体检全勤奖年终奖股票期权带薪年假员工旅游免费班车餐补交通补助包吃节日福利零食下午茶,1. 参与构建以客户服务为核心的人货场基础标签体系，与业务部门密切合作，参与建设细分业务的算法解决方案。2、负责基于海量数据上的数据挖掘和特征工程，实现构建人货场标签的基础算法开发和落地。3、负责具体应用需求的数据建模部分，包括全流程的数据处理、数据分析、特征工程、算法模型设计和效果评估。4、负责针对当前业务问题场景，提供核心算法解决方案，对业务改进提出合理的调整或改进。1、机器学习、数据挖掘等计算机或应用统计类硕士及以上学历2、具备数学、统计学、概率统计知识，熟悉常见的机器学习算法（贝叶斯，聚类，逻辑回归，SVM，GBDT，RF等）3、具备优秀的架构设计能力，具备扎实的Python/R编程功底，优秀的开发、调试能力和数据建模基础。4、熟悉hadoop/hive/hbase、stom/spark等基础平台使用，熟悉主流机器学习框架如sktlearn/theano/tensorflow。5、对数据敏感，具备独立分析能力，有良好的逻辑思维和定义以及解决问题的能力6、优秀的沟通协调能力和团队精神，较强的学习研究能力、抗压能力7、有用户画像搭建的项目经验者，或者参与过客服业务的数据挖掘项目的实施经验者优先。
算法研究员,北京,本科,3-5年,22,44K,补充医疗保险定期体检加班补助全勤奖年终奖股票期权带薪年假员工旅游免费班车餐补通讯补贴交通补助包吃节日福利住房补贴零食下午茶免费健身房免费早晚餐补充医疗保险定期体检加班补助全勤奖年终奖股票期权带薪年假员工旅游免费班车餐补通讯补贴交通补助包吃节日福利住房补贴零食下午茶免费健身房免费早晚餐,从事机器翻译的算法研究
算法研究员,北京,本科,3-5年,20,40K,公司氛围好地铁周边年度旅游股票期权不打卡带薪年假年终分红领导nice公司氛围好地铁周边年度旅游股票期权不打卡带薪年假年终分红领导nice公司氛围好地铁周边年度旅游股票期权不打卡带薪年假年终分红领导nice,负责公司体育资讯的个性化推荐算法研发工作，提示推荐精准度，优化用户体验。1.精通C/C++编程，熟悉Linux平台，熟练掌握脚本编程（shell，python等）2.熟悉常用的数据挖掘和推荐算法，有个性化推荐相关项目经验者优先3.有如下领域相关背景优先：机器学习、自然语言处理、模式识别、数据挖掘。4.有大规模数据处理经验，熟悉hadoop，spark，熟练使用Scala进行分布式数据开发5.优秀的分析及解决问题能力，责任心强，优秀的沟通能力和团队精神。
算法研究员,北京,硕士,1-3年,15,30K,五险一金补充医疗保险定期体检五险一金补充医疗保险定期体检,1.AI算法研究2.落地媒体领域产品
深度学习研究员,北京,硕士,3-5年,30,60K,五险一金定期体检年终奖股票期权带薪年假节日福利保险五险一金定期体检年终奖股票期权带薪年假节日福利保险,专注于机器学习算法研究与应用。如果你了解机器学习、深度学习、强化学习、迁移学习等相关知识，对人工智能抱有极大的热情，勇于挑战各种实际应用难题，欢迎加入我们！具体职责包括但不限于：0. 负责机器学习尤其是深度学习前沿问题的探索与研究，结合实际应用场景，提供技术解决方案，包括但不限于图像、视频、语音技术等。0. 负责提供分布式的算法实现的解决方案，大幅提升算法计算规模和性能0. 负责提供大数据分析建模方案，沉淀行业解决方案，协助拓展业务边界1. 计算机类、数学类专业背景，硕士以上学历，博士优先；2. 对下列领域有深入研究和资深实践经验：机器学习、深度学习、计算机视觉、语音识别、机器翻译、自然语言处理等；3. 有良好的数理分析素养以及数理统计基础，有较强的数据敏感能力，较强的逻辑分析能力；4. 在音频、视频、图像等领域，以及推荐/搜索/广告等领域有深入算法研究者优先；5. 良好的团队合作精神，严谨、皮实、乐观。https://job.alibaba.com/zhaopin/position_detail.htm?positionId=58887
视觉算法工程师,北京,硕士,1-3年,20,30K,人工智能公司氛围好顶尖团队人工智能公司氛围好顶尖团队人工智能公司氛围好顶尖团队,"工作内容：负责基于计算机视觉技术的车载辅助驾驶系统（ADAS）的研究和落地, 领域包括目标检测、图像分割、模型压缩、算法加速等。1. 计算机视觉或相关专业硕士学位及以上，熟悉机器学习与计算机视觉基本知识；2. 熟练掌握C/C++，有相关项目经历。熟悉python或matlab，熟悉opencv等视觉库，了解深度学习；3. 能够跟踪最新技术，熟练阅读领域论文，并且拥有较强算法实现能力；4. 具有良好的沟通能力、团队合作精神；5. 有目标检测（行人、车辆、通用目标）相关项目经验或工作经验者优先；6. 对样本敏感，有过基于大规模样本的机器学习（深度学习）项目者优先。Chris Yang  技术vp复旦大学兼职硕导，首音节杭州钱塘之星冠军。剑桥大学博士后，伦敦大学博士。10年计算机视觉学术和工业经验，对传统测量和深度学习都有丰富的产品经验，曾参与中国第一代无人车，嫦娥登月等国家重大项目。"
机器学习,北京,本科,3-5年,15,25K,地铁周边互联网金融公司氛围好扁平管理带薪年假地铁周边互联网金融公司氛围好扁平管理带薪年假地铁周边互联网金融公司氛围好扁平管理带薪年假,具有机器学习算法研究的能力构建行业知识图谱能够独立完成工作我们的业务方向是以物流行业的保险为切入点，这是2B的业务，由于保险资质的稀缺性，我们的业务在市场上潜力很大，未来的发展方向是智慧物流。创始人毕业于北京大学，在互联网行业15年
计算机视觉算法工程师,北京,硕士,1-3年,15,25K,领导nice免费零食公司氛围好地铁周边带薪年假年度旅游智能硬件美女如云领导nice免费零食公司氛围好地铁周边带薪年假年度旅游智能硬件美女如云领导nice免费零食公司氛围好地铁周边带薪年假年度旅游智能硬件美女如云,熟练使用机器学习算法解决文档图像分析与识别的难点问题，涉及的研究领域主要包括文字识别、文档图像分析、金融票据分析理解、表单图像分析识别、图形识别等。1. 硕士及以上学历，博士优先；计算机相关专业；1~3年开发工作经验，有1~2年计算机视觉算法经验者优先；2. 熟练掌握C++/Python语言，能够编写高质量的代码，具有一定的架构设计能力；3. 语言表达能力强，有良好的沟通协调能力和独立工作能力；4. 有良好的职业道德和工作态度，学习能力强，责任心和进取心强，有较强的协作精神和团队意识；
深度学习算法工程师（资深）,北京,本科,3-5年,20,40K,补充医疗保险定期体检加班补助年终奖带薪年假员工旅游住房补贴零食下午茶行业大牛七险一金试用期不打折补充医疗保险定期体检加班补助年终奖带薪年假员工旅游住房补贴零食下午茶行业大牛七险一金试用期不打折领导nice公司氛围好带薪年假年终分红行业大牛地铁周边股票期权不打卡,配合深度学习算法研究员，参与医学影像算法研发设计，负责算法的工程化、封装、优化和测试等等。1、本科及以上学历，计算机相关专业；2、熟练掌握C/C++，熟悉linux编程，数据结构与算法基础扎实，具有良好的代码风格；3、具有图像/视频处理的相关背景知识和开发经验；4、了解基于深度学习的经典视觉算法，包括经典的网络结构、检测分割框架等；5、至少在代码级别熟悉一种深度学习框架，包括但不限于Caffe/Tensorflow/Pytorch/Caffe2/MxNet/Keras；6、学习能力强，具有良好的沟通能力，和良好的团队合作精神。
高级图像算法工程师,北京,硕士,经验不限,20,30K,五险一金加班补助全勤奖带薪年假住房补贴五险一金加班补助全勤奖带薪年假住房补贴,必备条件 /核心技能图像处理、算法、FCW、LDW、ADAS、前向碰撞、车道线、人脸识别、数字图像，在这些方面有一项深入研究的即可工作内容：1. 负责现有算法的优化和性能提升2. 负责智能驾驶相关算法的实现和落地3. 负责机器学习和深度学习相关算法的实现和落地1. 模式识别、图像处理、应用数学等相关专业硕士及以上学历，具有3年以上的机器视觉或图像处理方面工作经验。2. 精通OpenCV等视觉开发库。3. 有很强的数学功底和算法实现能力，良好的代码质量与风格。4. 良好的团队精神和沟通能力，很强的逻辑思维能力和学习能力，一定的抗压能力。5. 有ADAS相关算法开发经验者优先。6. 有FPGA算法移植经验者优先7. 有深度学习相关经验者优先。学历要求:硕士及以上 [985] [211]??专业要求:模式识别、图像处理、应用数学等相关专业硕士年龄要求:25岁以上工作经验:3年以上性别:不限?专业要求:不限薪酬福利社保?公积金?奖金?绩效?年终奖?带薪年假补充说明利待遇：1. 全额缴纳五险一金2. 午餐/晚餐补贴3. 免费单身宿舍4. 节假日福利5. 绩效奖金6. 带薪年假7. 每日零食/水果8. 每周一次运动（篮球、羽毛球、乒乓球、游泳）9. 每月一次集体生日会10. 每季度一次部门团建11. 每半年一次公司团建
Java高级开发工程师,北京,本科,3-5年,10,13K·13薪,五险一金五险一金领导nice移动互联网公司氛围好互联网金融,统招本科毕业满三年及以上JAVA开发经验。善于研究算法等优秀。必须会Linux常用的命令。学信网可查才行。优秀的凝聚力，持续技能培训。
自然语言处理高级研究员,北京,本科,经验不限,30,40K,五险一金补充医疗保险定期体检年终奖股票期权带薪年假员工旅游餐补节日福利零食下午茶五险一金补充医疗保险定期体检年终奖股票期权带薪年假员工旅游餐补节日福利零食下午茶地铁周边领导nice扁平管理股票期权不打卡公司氛围好,"NLP算法高级研究员负责对话系统中问句理解和问答检索等技术的开发，具体如下：1.研发对话意图分类、意图理解、实体消歧等相关技术2.研发问句检索和排序的相关系统3.开发相似问句挖掘，问句主题分析和问句聚类等相关技术4.研究对话生成的相关技术1. 熟悉分词、实体识别等NLP工具和算法2. 熟悉文本相似度计算，文本分类等相关算法3. 数据结构基础扎实，熟练使用至少一种编程语言C/C++, java, python4. 两年以上工作经验，本科以上学历5. 有以下相关经验更好: 对话系统，句法分析，深度学习，实体关系识别国内唯一专注于智能软件加硬件领域技术导向的D轮创业公司，阿里天猫精灵，小米小爱音箱用的思必驰技术。思必驰主要面向三大垂直领域：智能车载，智能家居，智能机器人。面向企业的智能服务。思必驰公司团队有400余人，多数来自国内外知名高校和研究院。北京研发院由原阿里iDST head初敏博士带队"
图像处理工程师,北京,本科,3-5年,15,27K,,负责光学字符识别（OCR）的算法研究和工程实现，扫描件及手机拍照照片识别；2.通过持续优化人工智能识别算法和机器学习模型，提升光学识别的准确度和效率，提升应用的客户感知；3.负责光学识别的研发、产品化落地；4.负责跟进行业前沿技术发展趋势，跟踪国际最新算法发展方向和相应技术。1.学历要求：-统招硕士及以上学历，计算机相关专业或在本行业2年以上工作经验本科生。2.工作经验：-有相关工作经历或实验室研究背景。3.能力要求：-了解当前光学字符识别的方法，能够跟踪最新的研究方向；-有图像处理/信号处理/模式识别/统计分析的相关背景知识；-熟练掌握C++/Python中的一门语言，有一定的软件开发项目经验；-能够流畅阅读英文文献。4.优先考虑：-有GMM/SVM/HMM/DNN/CNN/RNN/LSTM的研究背景者；-能够在TensorFlow/Torch/Theano/Mxnet上开展实验者。
高级算法工程师,北京,本科,3-5年,35,70K,五险一金全勤奖年终奖股票期权带薪年假节日福利零食下午茶五险一金全勤奖年终奖股票期权带薪年假节日福利零食下午茶领导nice人工智能大数据地铁周边带薪年假股票期权扁平管理公司氛围好,设计数十亿规模的特征训练排序模型，应用到实际项目中，参与机器学习算法研究计算机软件相关专业本科或以上学历，C/C++或Python的2年以上开发经验-有推荐算法、机器学习、数据挖掘的1年以上相关实际工作经验，有视频推荐经验、具备大规模并行计算MPI、Hadoop等开发经验者优先考虑-具有良好的算法基础及系统分析能力，深刻理解并独立实现过相关算法，具备视频领域知识相关或者nlp相关经验优先-富有创新精神，善于挖掘数据，制定优化方案，对解决具有挑战性的问题充满激情高素质团队，大型互联网公司多年从业者，并担任过高管职位，并有多次创业经验，有良好现金流保障团队运转
机器人算法工程师,北京,硕士,经验不限,20,40K,五险一金补充医疗保险定期体检加班补助年终奖股票期权带薪年假员工旅游交通补助节日福利零食下午茶五险一金补充医疗保险定期体检加班补助年终奖股票期权带薪年假员工旅游交通补助节日福利零食下午茶公司氛围好领导nice智能硬件带薪年假免费零食段子手扁平管理股票期权,机器人算法研发与实现相关工作，研究领域包括但不限于机器视觉、传感器融合、和路径规划等。1、硕士以上学历，机器人、计算机等相关专业优先；2、至少在机器视觉、传感器融合、路径规划等某一方面有项目和研究经验；3、熟练掌握C++或Python等任意一门编程语言；4、熟悉Linux、ROS等软件系统；5、具有移动机器人相关系统设计经验者优先
高级NLP工程师,北京,本科,1-3年,15,30K,,"1、计算机或相关专业，具有三年以上自然语言处理相关的工作经验.(本科工作经验3年及以上,硕士2年以上)2、熟练掌握自然语言处理的算法和技术，具有分词、新词发现、标签提取、文本分类、舆情分析等相关的项目经验3、扎实的编码能力，熟练使用linux下的C/C++、Python语言开发4、熟悉深度学习或Hadoop/storm/Spark等常用大数据计算平台者优先5、较强的分析问题解决问题能力，工作踏实上进，有良好的团队合作意识"
